Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,FullName
Male,39,Frequent Traveller,Technology,Very Far,New York,White,Some College,Information Systems,Analytics Manager,Married,495977,1,No,4/30/2020,No,2,2,2,0,Jamill Woolger
Male,22,Some Travel,Technology,Very Close,California,Other ,Some College,Computer Science,Data Scientist,Single,34753,0,Yes,7/18/2018,Yes,1,0,0,0,Godart Burgwin
Male,21,Some Travel,Technology,Far,New York,White,Bachelor's,Computer Science,Data Scientist,Single,34634,0,No,12/11/2019,Yes,1,1,1,1,Olvan Coatham
Male,40,Frequent Traveller,Technology,Very Close,New York,White,Bachelor's,Computer Science,Analytics Manager,Married,260835,2,No,5/14/2020,No,2,1,2,0,Cosmo Viney
Non-Binary,22,Some Travel,Technology,Very Far,California,White,Bachelor's,Other,Software Engineer,Single,44135,0,No,5/15/2020,No,2,0,1,1,Lynnette Portinari
Female,22,Some Travel,Sales,Close,New York,White,High School,Economics,Sales Executive,Married,45220,0,No,5/16/2020,No,2,0,0,0,Cassaundra Kenyam
Female,32,Some Travel,Sales,Very Far,California,White,Bachelor's,Marketing ,Sales Executive,Single,105091,0,No,5/17/2020,No,2,0,0,1,Neala Spandley
Female,48,Frequent Traveller,Technology,Far,California,White,Bachelor's,Computer Science,Engineering Manager,Married,309371,0,Yes,5/18/2020,No,2,1,1,1,April Brunicke
Female,26,Some Travel,Technology,Very Far,California,White,High School,Information Systems,Software Engineer,Married,56187,1,No,5/26/2020,No,2,2,2,2,Luise Ornillos
Female,50,Some Travel,Sales,Far,California,White,Some College,Marketing ,Manager,Married,266449,1,Yes,5/27/2020,No,2,1,2,2,Emmie Lauchlan
Female,21,Some Travel,Technology,Very Close,New York,White,Bachelor's,Information Systems,Software Engineer,Married,34133,0,Yes,5/30/2020,No,2,2,2,1,Mignonne Dalton
Male,22,Frequent Traveller,Sales,Very Far,New York,White,Some College,Marketing,Sales Representative,Married,33657,1,No,7/23/2018,Yes,3,0,2,0,Maynord Trinke
Male,28,Frequent Traveller,Sales,Far,California,White,Some College,Marketing ,Sales Executive,Married,327674,3,No,6/5/2020,No,2,2,2,1,Addison McCormack
Male,21,Some Travel,Human Resources,Very Far,New York,White,High School,Economics,Recruiter,Single,20583,0,No,6/20/2020,No,2,0,1,0,Shannon Kuhnel
Male,21,Some Travel,Technology,Very Close,California,White,High School,Computer Science,Software Engineer,Married,21158,0,Yes,6/26/2020,No,2,1,1,0,Hymie Aseef
Male,22,Some Travel,Sales,Very Far,California,White,Bachelor's,Economics,Sales Representative,Married,22778,1,No,6/27/2020,No,2,0,2,2,Bing O'Heyne
Female,37,Some Travel,Technology,Very Far,California,White,Below High School,Information Systems,Senior Software Engineer,Married,236732,1,No,6/30/2020,No,2,2,2,2,Flora Kowalski
Male,35,Some Travel,Sales,Very Far,California,White,High School,Marketing ,Manager,Married,360384,1,No,7/4/2020,No,2,2,2,2,Richard Titchen
Male,23,Some Travel,Technology,Very Far,California,White,Bachelor's,Computer Science,Software Engineer,Single,28824,0,Yes,7/4/2020,No,2,2,2,1,Clemmie Heckner
Male,20,Frequent Traveller,Technology,Far,California,White,Some College,Information Systems,Software Engineer,Married,29835,3,Yes,7/5/2020,No,2,0,0,0,Dennie Morrel
Male,20,Some Travel,Technology,Far,New York,White,Some College,Business Studies,Software Engineer,Single,33632,0,No,9/28/2022,Yes,0,0,0,0,Ker Rao
Male,22,Some Travel,Technology,Close,Illinois,White,Some College,Computer Science,Software Engineer,Divorced,43072,1,Yes,7/9/2020,No,2,1,2,1,Ev Bravington
Male,23,Some Travel,Sales,Close,New York,White,High School,Marketing ,Sales Representative,Married,33750,1,No,7/10/2020,No,2,0,2,0,Tybalt Horlick
Male,23,Some Travel,Sales,Very Close,California,White,High School,Other,Sales Executive,Married,65489,1,No,7/12/2020,No,2,0,1,1,Gerick Archibould
Female,20,Some Travel,Technology,Very Close,California,White,Below High School,Information Systems,Machine Learning Engineer,Married,41342,1,Yes,7/16/2020,No,2,1,1,2,Diann Brightie
Female,19,Some Travel,Sales,Far,New York,White,Some College,Marketing,Sales Representative,Single,33454,0,Yes,5/19/2022,Yes,0,0,0,0,Ibby Witcomb
Female,26,Some Travel,Technology,Far,California,White,Some College,Business Studies,Software Engineer,Single,33273,0,Yes,1/20/2015,Yes,2,1,1,0,Sherie Pattington
Non-Binary,28,Some Travel,Technology,Very Far,New York,White,Bachelor's,Computer Science,Data Scientist,Married,85987,1,No,7/20/2020,No,2,0,1,0,Venita MacCague
Female,25,Some Travel,Sales,Far,New York,American Indian or Alaska Native,Below High School,Marketing,Sales Representative,Single,32894,0,No,5/14/2018,Yes,2,2,2,1,Sofie Dumphries
Prefer Not To Say,43,Frequent Traveller,Technology,Very Far,California,White,Below High School,Information Systems,Senior Software Engineer,Married,199718,0,No,8/3/2020,No,2,1,2,2,Conrad Soule
Male,22,Frequent Traveller,Technology,Close,New York,White,High School,Computer Science,Senior Software Engineer,Divorced,73389,3,No,8/5/2020,No,2,0,2,2,Tristan Albro
Male,23,Frequent Traveller,Technology,Close,New York,White,Some College,Computer Science,Senior Software Engineer,Divorced,68820,1,No,8/5/2020,No,2,2,2,1,Dud Durdan
Male,21,Some Travel,Technology,Very Far,California,White,High School,Other,Data Scientist,Single,32676,0,Yes,4/20/2022,Yes,0,0,0,0,Brant Damper
Female,23,Some Travel,Sales,Far,New York,White,Some College,Economics,Sales Executive,Single,67718,0,No,8/7/2020,No,2,1,2,1,Marysa Stannislawski
Male,50,No Travel ,Technology,Close,New York,White,Below High School,Computer Science,Engineering Manager,Divorced,337946,2,No,8/15/2020,No,2,1,2,1,Simeon Cosslett
Male,40,No Travel ,Technology,Far,New York,White,Below High School,Information Systems,Analytics Manager,Single,465219,0,No,8/17/2020,No,2,2,2,0,Niko Purvess
Male,24,No Travel ,Technology,Very Far,California,Asian or Asian American,Some College,Computer Science,Data Scientist,Single,32502,0,Yes,2/6/2018,Yes,1,1,1,0,Tremain Drakes
Female,23,Some Travel,Technology,Very Far,California,White,Some College,Computer Science,Data Scientist,Single,23632,0,No,8/24/2020,No,2,2,2,0,Dehlia Fullerton
Female,20,Some Travel,Technology,Far,New York,White,High School,Business Studies,Data Scientist,Single,38138,0,No,8/29/2020,No,2,2,2,1,Leesa Gauford
Female,25,Some Travel,Technology,Very Close,Illinois,White,High School,Computer Science,Data Scientist,Married,32354,1,Yes,12/6/2015,Yes,7,4,6,2,Maxie Banker
Female,18,Frequent Traveller,Technology,Close,California,White,Some College,Computer Science,Software Engineer,Single,31894,0,Yes,8/31/2022,Yes,0,0,0,0,Edeline Knevett
Male,23,Some Travel,Technology,Close,California,White,Bachelor's,Information Systems,Data Scientist,Married,22488,1,No,9/4/2020,No,2,2,2,2,Benjie Grosvenor
Female,27,Some Travel,Technology,Far,California,White,Bachelor's,Computer Science,Machine Learning Engineer,Married,93291,0,No,9/11/2020,No,2,1,2,1,Ketti Keighley
Female,22,Some Travel,Technology,Very Far,California,White,Bachelor's,Computer Science,Software Engineer,Single,31072,0,No,9/15/2020,No,2,2,2,1,Kirbee Pawelek
Female,28,Some Travel,Sales,Far,Illinois,White,Some College,Economics,Sales Executive,Married,113501,1,Yes,9/22/2020,No,2,2,2,2,Ania Osboldstone
Male,23,Frequent Traveller,Technology,Very Far,California,White,Some College,Computer Science,Senior Software Engineer,Divorced,79724,1,No,9/23/2020,No,2,0,2,0,Hirsch Broadnicke
Male,20,Some Travel,Technology,Very Far,California,White,Some College,Business Studies,Software Engineer,Divorced,21344,1,No,9/25/2020,No,2,1,2,2,Akim Garfit
Non-Binary,23,Frequent Traveller,Human Resources,Very Far,New York,White,Bachelor's,Human Resources,HR Executive,Married,75948,0,No,9/26/2020,No,2,0,0,2,Allyn Glyde
Male,31,Some Travel,Sales,Close,California,White,Some College,Marketing,Sales Executive,Divorced,155386,3,No,9/26/2020,No,2,1,2,1,Orazio Alejandri
Female,47,Some Travel,Technology,Very Far,California,White,Some College,Information Systems,Machine Learning Engineer,Single,243869,0,No,10/4/2020,No,2,1,1,0,Anjela Berns
Male,18,Frequent Traveller,Technology,Far,California,White,High School,Information Systems,Data Scientist,Single,31532,0,No,5/22/2022,Yes,0,0,0,0,Durant Ratley
Female,20,Some Travel,Technology,Very Far,Illinois,White,Some College,Computer Science,Data Scientist,Divorced,40701,1,No,10/11/2020,No,2,1,1,1,Othelia Tumber
Female,33,Some Travel,Technology,Very Close,California,White,Bachelor's,Computer Science,Engineering Manager,Single,307688,0,No,10/12/2020,No,2,2,2,0,Mirabel Scotter
Male,23,Some Travel,Sales,Far,New York,White,Bachelor's,Marketing,Sales Executive,Divorced,53590,2,No,10/13/2020,No,2,0,2,0,Wally Dowse
Male,25,Some Travel,Technology,Close,California,Mixed or multiple ethnic groups,Below High School,Information Systems,Software Engineer,Single,30931,0,Yes,8/13/2015,Yes,1,0,0,1,Meade Quinnelly
Female,29,Some Travel,Technology,Very Far,California,White,Some College,Computer Science,Engineering Manager,Married,390142,0,No,10/27/2020,No,2,1,2,2,Rivkah Siderfin
Male,19,Some Travel,Technology,Close,California,White,Some College,Information Systems,Software Engineer,Single,30896,0,Yes,3/17/2021,Yes,1,0,0,0,Curry Bramah
Male,23,Some Travel,Technology,Far,New York,White,Some College,Information Systems,Machine Learning Engineer,Married,80236,0,No,11/3/2020,No,2,0,2,1,Boyce Heditch
Female,20,Some Travel,Technology,Very Far,California,White,High School,Information Systems,Data Scientist,Divorced,41179,1,No,11/4/2020,No,2,0,0,0,Nettle Manwaring
Non-Binary,33,Some Travel,Technology,Very Close,Illinois,White,High School,Information Systems,Analytics Manager,Married,350024,1,No,11/4/2020,No,2,1,2,0,Leonelle Frost
Female,22,Some Travel,Technology,Far,New York,White,Some College,Other,Data Scientist,Single,33354,0,No,11/8/2020,No,2,1,2,2,Pammi Biernat
Male,27,Some Travel,Sales,Very Close,California,Black or African American,Bachelor's,Marketing ,Sales Representative,Single,30870,0,No,12/28/2014,Yes,3,1,2,3,Algernon Harder
Male,22,Some Travel,Technology,Far,California,White,Some College,Information Systems,Software Engineer,Married,44076,1,No,11/8/2020,No,2,1,1,1,Byrle Fright
Female,28,Some Travel,Human Resources,Very Far,New York,White,Some College,Human Resources,HR Executive,Married,96807,1,No,11/12/2020,No,2,1,2,0,Camilla Caistor
Male,21,Some Travel,Technology,Far,New York,White,Some College,Information Systems,Machine Learning Engineer,Divorced,75816,1,No,11/15/2020,No,2,1,1,0,Verne Heads
Male,22,Some Travel,Technology,Very Far,New York,White,Some College,Information Systems,Senior Software Engineer,Married,54114,1,Yes,11/18/2020,No,2,0,1,1,Isaac Tomini
Female,21,Some Travel,Sales,Far,Illinois,White,Bachelor's,Economics,Sales Executive,Single,49374,0,No,11/19/2020,No,2,2,2,1,Federica Killiner
Female,20,Some Travel,Technology,Close,California,White,Below High School,Computer Science,Software Engineer,Single,30714,0,Yes,6/5/2020,Yes,2,0,1,1,Lucretia Leebeter
Male,23,Some Travel,Technology,Very Close,New York,White,Bachelor's,Computer Science,Software Engineer,Divorced,42687,3,Yes,11/21/2020,No,2,2,2,2,Ingelbert Kennerley
Male,26,Frequent Traveller,Human Resources,Far,California,Mixed or multiple ethnic groups,Some College,Human Resources,Recruiter,Divorced,30502,1,No,8/9/2014,Yes,0,0,0,0,Corbin Gooddy
Female,22,Some Travel,Human Resources,Close,New York,White,Some College,Marketing ,Recruiter,Married,26880,0,No,12/10/2020,No,2,2,2,1,Hestia Pickin
Male,21,Some Travel,Technology,Far,California,White,High School,Information Systems,Machine Learning Engineer,Divorced,56541,2,No,12/10/2020,No,2,0,1,0,Staffard Ramard
Female,22,Some Travel,Technology,Very Far,New York,White,Some College,Computer Science,Data Scientist,Single,30442,0,Yes,3/11/2020,Yes,0,0,0,0,Bird Libbey
Female,21,Some Travel,Technology,Very Far,California,White,Some College,Business Studies,Data Scientist,Divorced,56422,1,No,12/12/2020,No,2,2,2,1,Seline Hanlin
Female,21,Some Travel,Technology,Very Far,New York,White,High School,Information Systems,Machine Learning Engineer,Single,63201,0,No,12/13/2020,No,2,2,2,2,Pepi Clift
Female,29,Frequent Traveller,Sales,Close,California,White,Some College,Marketing ,Sales Executive,Married,126008,1,No,12/16/2020,No,2,2,2,1,Rosaline Ferrieri
Male,22,Some Travel,Technology,Far,Illinois,White,High School,Information Systems,Senior Software Engineer,Married,54899,1,Yes,12/18/2020,No,2,0,1,0,Maximo Poundford
Male,21,Some Travel,Technology,Far,New York,White,High School,Computer Science,Software Engineer,Divorced,73075,2,No,12/23/2020,No,2,1,1,1,Kristo Casaro
Female,36,Some Travel,Technology,Close,California,White,Bachelor's,Information Systems,Senior Software Engineer,Divorced,297181,1,No,12/24/2020,No,2,2,2,2,Kessiah Tallet
Male,26,Some Travel,Technology,Very Close,Illinois,White,Some College,Computer Science,Data Scientist,Divorced,30207,1,Yes,9/1/2016,Yes,5,1,3,0,Shell McPeck
Non-Binary,19,Some Travel,Technology,Far,California,White,High School,Other,Machine Learning Engineer,Single,50352,0,Yes,1/2/2021,No,1,1,1,1,Faun Gosson
Female,31,No Travel ,Sales,Close,New York,White,High School,Marketing,Sales Executive,Married,186215,1,No,1/4/2021,No,1,0,1,1,Betty Greetland
Male,29,Some Travel,Sales,Far,California,White,Bachelor's,Marketing,Sales Executive,Single,140158,0,No,1/4/2021,No,1,0,1,1,Rodd Haddow
Female,19,Some Travel,Technology,Very Far,California,White,High School,Information Systems,Software Engineer,Single,23385,2,No,1/6/2021,No,1,0,1,1,Katerine Fredi
Female,24,Some Travel,Technology,Close,New York,White,Bachelor's,Computer Science,Data Scientist,Single,30117,0,No,8/21/2018,Yes,3,1,1,2,Lissy Schimek
Male,19,Frequent Traveller,Sales,Close,New York,White,High School,Marketing ,Sales Executive,Single,74458,1,Yes,1/10/2021,No,1,0,0,1,Steven Bucktrout
Female,21,Some Travel,Technology,Far,New York,White,Bachelor's,Information Systems,Software Engineer,Single,25114,0,No,1/16/2021,No,1,1,1,1,Bethany Dawks
Male,51,Some Travel,Technology,Very Far,New York,White,Some College,Computer Science,Analytics Manager,Divorced,232658,1,No,1/17/2021,No,1,1,1,1,Wolf Sainsbury
Non-Binary,22,Some Travel,Technology,Far,New York,White,Below High School,Computer Science,Data Scientist,Married,78467,2,Yes,1/25/2021,No,1,0,1,0,Nataniel Garrattley
Female,28,Some Travel,Technology,Far,California,White,Bachelor's,Other,Sales Executive,Single,319619,0,Yes,1/26/2021,No,1,1,1,0,Modestine Yeowell
Female,22,Some Travel,Technology,Very Far,Illinois,White,Bachelor's,Computer Science,Senior Software Engineer,Married,66266,1,No,1/31/2021,No,1,0,1,1,Mechelle Kyte
Male,19,No Travel ,Technology,Close,California,White,Some College,Information Systems,Software Engineer,Single,29798,0,Yes,3/19/2022,Yes,0,0,0,0,Karlis Brisard
Male,28,Some Travel,Sales,Very Far,California,White,Some College,Marketing,Sales Executive,Married,128192,1,No,2/5/2021,No,1,1,1,0,Donovan Sycamore
Male,42,Some Travel,Technology,Far,California,White,Some College,Computer Science,Engineering Manager,Single,380905,0,No,2/6/2021,No,1,0,1,1,Mickie D'Abbot-Doyle
Female,22,Some Travel,Sales,Far,California,White,Below High School,Other,Sales Executive,Married,48698,0,Yes,2/18/2021,No,1,0,1,1,Cindy Mordanti
Male,19,Some Travel,Technology,Far,California,White,Some College,Information Systems,Software Engineer,Single,43961,1,No,2/19/2021,No,1,0,1,1,Shadow O'Curneen
Male,32,Some Travel,Technology,Very Far,California,White,Bachelor's,Information Systems,Software Engineer,Single,439641,0,No,2/20/2021,No,1,0,1,1,Shaw McCaw
Female,19,Some Travel,Technology,Very Far,California,White,Bachelor's,Computer Science,Machine Learning Engineer,Single,42900,2,Yes,2/28/2021,No,1,0,1,0,Clarita Chetter
Non-Binary,21,Some Travel,Technology,Very Far,California,Black or African American,Some College,Computer Science,Data Scientist,Single,29793,0,Yes,6/22/2019,Yes,3,0,0,2,Viviene Vanezis
Male,37,Some Travel,Technology,Far,Illinois,White,Some College,Computer Science,Senior Software Engineer,Married,193287,1,Yes,3/1/2021,No,1,0,1,0,Vassily Bazoge
Female,31,Frequent Traveller,Technology,Far,New York,White,Master's,Information Systems,Analytics Manager,Single,362540,1,No,3/3/2021,No,1,0,0,0,Phyllys Newham
Male,35,Some Travel,Technology,Far,New York,White,Bachelor's,Computer Science,Machine Learning Engineer,Married,286432,1,No,3/3/2021,No,1,0,1,0,Chucho Herries
Female,19,Some Travel,Human Resources,Very Close,California,White,Some College,Human Resources,HR Executive,Single,41958,1,No,3/9/2021,No,1,1,1,0,Nada Finlator
Female,30,Some Travel,Technology,Far,California,White,Some College,Computer Science,Senior Software Engineer,Divorced,125751,1,No,3/11/2021,No,1,0,1,1,Carine Molfino
Non-Binary,19,Some Travel,Sales,Far,California,White,Below High School,Marketing,Sales Representative,Single,29673,1,No,3/27/2021,Yes,0,0,0,0,Mallissa Buzine
Female,22,Some Travel,Human Resources,Close,New York,White,High School,Economics,Recruiter,Married,29322,0,Yes,1/31/2021,Yes,1,0,0,0,Mada Moss
Female,42,Some Travel,Sales,Very Close,New York,White,Some College,Economics,Sales Executive,Divorced,260021,1,No,3/22/2021,No,1,1,1,0,Darya Itzkovsky
Male,21,Some Travel,Technology,Close,New York,White,Some College,Computer Science,Software Engineer,Married,25060,1,No,3/22/2021,No,1,1,1,1,Tanner Syplus
Male,50,Frequent Traveller,Technology,Very Far,New York,White,Bachelor's,Information Systems,Machine Learning Engineer,Married,366078,0,No,3/25/2021,No,1,0,0,1,Ferdy Geggus
Male,22,Some Travel,Technology,Very Far,California,White,Bachelor's,Business Studies,Software Engineer,Married,51272,1,Yes,3/26/2021,No,1,0,0,1,Caspar Edgley
Male,24,Some Travel,Sales,Far,California,Asian or Asian American,High School,Marketing,Sales Representative,Single,29128,0,Yes,7/31/2019,Yes,0,0,0,0,Dunn Barthrop
Prefer Not To Say,45,Some Travel,Technology,Close,California,White,Bachelor's,Computer Science,Machine Learning Engineer,Single,241664,0,No,3/27/2021,No,1,1,1,0,Babb Rosas
Non-Binary,27,Frequent Traveller,Sales,Very Far,California,Asian or Asian American,Some College,Marketing,Sales Representative,Single,28984,0,Yes,10/10/2016,Yes,3,1,1,0,Justus MacCall
Male,26,Some Travel,Sales,Very Far,Illinois,White,Bachelor's,Marketing,Sales Representative,Married,70455,2,Yes,3/30/2021,No,1,1,1,1,Michail Pimblotte
Female,21,No Travel ,Technology,Far,California,White,Master's,Information Systems,Software Engineer,Married,53912,2,Yes,4/2/2021,No,1,1,1,0,Kathleen Wanjek
Female,22,Some Travel,Sales,Far,California,White,Some College,Marketing ,Sales Executive,Single,70202,0,No,4/8/2021,No,1,0,0,0,Alice Brabon
Male,26,Some Travel,Technology,Very Close,New York,Black or African American,Bachelor's,Information Systems,Data Scientist,Divorced,28952,1,Yes,10/22/2016,Yes,0,0,0,0,Sebastien Lanmeid
Female,21,Frequent Traveller,Sales,Very Far,California,White,Some College,Marketing,Sales Executive,Single,59519,0,No,4/18/2021,No,1,1,1,1,Tove Arnao
Female,19,Frequent Traveller,Technology,Very Far,California,White,Some College,Computer Science,Data Scientist,Single,32322,0,No,4/22/2021,No,1,1,1,1,Gabey Whitloe
Male,39,No Travel ,Technology,Very Far,California,White,Bachelor's,Computer Science,Senior Software Engineer,Single,152771,1,No,4/24/2021,No,1,1,1,1,Arnoldo Lerer
Female,42,Some Travel,Technology,Close,California,White,Some College,Computer Science,Machine Learning Engineer,Single,293303,0,No,4/25/2021,No,1,0,0,1,Johnna Knotton
Female,27,Some Travel,Sales,Far,California,White,Some College,Marketing,Manager,Single,225831,1,No,4/25/2021,No,1,1,1,0,Cindi Dudgeon
Female,43,Some Travel,Technology,Very Far,California,White,Master's,Computer Science,Engineering Manager,Single,286660,0,No,4/26/2021,No,1,0,0,1,Jaine Pashan
Male,45,Some Travel,Sales,Far,California,White,Some College,Marketing ,Manager,Married,374781,1,No,4/30/2021,No,1,1,1,1,Burch Albers
Female,22,Some Travel,Technology,Far,California,White,Some College,Information Systems,Data Scientist,Divorced,28790,1,No,1/9/2019,Yes,3,1,1,2,Dyan Boud
Female,19,Frequent Traveller,Human Resources,Far,Illinois,White,Some College,Economics,Recruiter,Married,25838,1,No,5/6/2021,No,1,0,0,0,Eleanor Escalero
Non-Binary,23,Some Travel,Technology,Close,New York,Asian or Asian American,Some College,Business Studies,Software Engineer,Single,28753,0,No,5/2/2017,Yes,2,1,1,0,Nicoline Pote
Male,31,Some Travel,Technology,Close,California,White,Below High School,Information Systems,Analytics Manager,Married,376853,1,No,5/10/2021,No,1,1,1,0,Linus Darragh
Female,35,Some Travel,Technology,Very Close,California,White,High School,Computer Science,Data Scientist,Single,423941,0,No,5/14/2021,No,1,1,1,1,Julissa Fosbraey
Male,20,Some Travel,Technology,Far,Illinois,White,Below High School,Business Studies,Data Scientist,Single,27141,0,No,5/15/2021,No,1,1,1,1,Hale Patty
Female,21,Frequent Traveller,Sales,Very Far,New York,White,Some College,Marketing ,Sales Executive,Divorced,60810,1,No,5/18/2021,No,1,0,1,1,Consolata Risom
Male,32,Some Travel,Technology,Very Far,California,White,Below High School,Information Systems,Data Scientist,Married,89960,3,No,5/18/2021,No,1,0,1,1,Conrado Brearley
Female,22,Some Travel,Sales,Far,California,White,Some College,Other,Sales Executive,Married,48716,1,No,5/22/2021,No,1,1,1,1,Lorna Kuzma
Male,24,Frequent Traveller,Technology,Very Far,New York,Black or African American,High School,Computer Science,Software Engineer,Single,28484,0,Yes,5/1/2019,Yes,1,1,1,1,Rockwell Draysay
Female,20,Frequent Traveller,Technology,Very Far,California,White,Some College,Computer Science,Software Engineer,Divorced,33488,2,No,5/24/2021,No,1,1,1,1,Ambur Axton
Female,47,Some Travel,Technology,Far,New York,White,Below High School,Computer Science,Senior Software Engineer,Married,221827,1,No,6/5/2021,No,1,0,0,1,Oona Offer
Female,32,Some Travel,Technology,Far,Illinois,White,Some College,Computer Science,Machine Learning Engineer,Married,228427,1,Yes,6/6/2021,No,1,1,1,1,Erica Delany
Female,19,Some Travel,Technology,Far,Illinois,White,Some College,Computer Science,Software Engineer,Single,28346,0,No,6/7/2021,No,1,1,1,1,Corie Rizzardo
Male,21,Frequent Traveller,Technology,Very Far,California,White,High School,Information Systems,Software Engineer,Married,37954,1,Yes,6/7/2021,No,1,0,0,1,Stevy McArthur
Female,43,Frequent Traveller,Technology,Very Close,California,White,Some College,Information Systems,Machine Learning Engineer,Single,262392,0,Yes,6/8/2021,No,1,1,1,1,Robyn Takis
Female,40,Some Travel,Technology,Very Far,California,White,High School,Information Systems,Senior Software Engineer,Married,380248,0,Yes,6/9/2021,No,1,0,1,1,Keriann Umbers
Non-Binary,21,Some Travel,Technology,Very Far,California,White,Some College,Information Systems,Data Scientist,Single,43030,0,No,6/10/2021,No,1,0,1,1,Leandra Keepin
Female,20,No Travel ,Technology,Very Far,California,White,High School,Computer Science,Software Engineer,Divorced,28262,1,No,8/29/2020,Yes,1,0,0,0,Jenifer Jarvis
Female,19,Some Travel,Technology,Far,California,White,High School,Computer Science,Data Scientist,Single,31014,1,No,6/16/2021,No,1,1,1,0,Andy Lingwood
Non-Binary,28,Frequent Traveller,Technology,Very Far,California,White,Below High School,Computer Science,Senior Software Engineer,Single,187698,0,No,6/17/2021,No,1,0,1,1,Aldin Barens
Male,25,Some Travel,Technology,Very Far,California,White,Below High School,Computer Science,Data Scientist,Married,28137,0,Yes,1/10/2016,Yes,4,3,3,1,Yorgo Clappison
Female,30,Some Travel,Sales,Close,California,White,Some College,Marketing,Sales Executive,Divorced,145929,3,No,6/22/2021,No,1,0,1,1,Tracee Gaukroger
Male,38,Some Travel,Technology,Very Far,California,White,High School,Information Systems,Engineering Manager,Divorced,439935,1,Yes,6/22/2021,No,1,1,1,1,Townsend Dunrige
Male,25,Frequent Traveller,Sales,Far,California,Mixed or multiple ethnic groups,Bachelor's,Marketing ,Sales Representative,Single,28090,0,No,8/31/2016,Yes,0,0,0,0,Bent Plumridege
Male,21,Some Travel,Technology,Very Far,New York,White,High School,Computer Science,Software Engineer,Married,26137,1,No,6/26/2021,No,1,0,0,1,Derward Darco
Male,19,Some Travel,Technology,Far,California,White,Some College,Information Systems,Data Scientist,Single,26062,3,Yes,6/30/2021,No,1,1,1,1,Hashim Payn
Male,39,Some Travel,Sales,Very Far,New York,White,Some College,Marketing,Manager,Married,265712,1,Yes,7/6/2021,No,1,0,0,1,Flem Simenon
Male,20,Frequent Traveller,Technology,Very Far,California,White,Some College,Information Systems,Machine Learning Engineer,Single,42308,0,No,7/7/2021,No,1,1,1,0,Vern Foord
Female,22,Some Travel,Technology,Very Far,California,White,Below High School,Computer Science,Software Engineer,Married,36677,1,No,7/9/2021,No,1,0,1,1,Arly Fleetham
Female,27,No Travel ,Human Resources,Very Close,California,White,Some College,Human Resources,HR Executive,Married,78265,1,No,7/10/2021,No,1,1,1,1,Cybill Mitkin
Male,30,Some Travel,Sales,Very Far,New York,White,Some College,Technical Degree,Sales Executive,Married,135160,1,No,7/10/2021,No,1,1,1,0,Ralf Moulton
Male,19,Some Travel,Technology,Very Close,California,White,Some College,Computer Science,Machine Learning Engineer,Single,60077,1,No,7/11/2021,No,1,1,1,0,Mikol Ortner
Female,22,Some Travel,Technology,Very Far,Illinois,White,Bachelor's,Computer Science,Data Scientist,Married,31161,1,Yes,7/19/2021,No,1,0,0,0,Mathilde Spieck
Female,19,Some Travel,Technology,Close,California,Black or African American,Bachelor's,Computer Science,Software Engineer,Single,27760,3,Yes,11/6/2022,Yes,0,0,0,0,Layney Ratie
Male,21,Some Travel,Technology,Very Far,New York,White,Bachelor's,Computer Science,Data Scientist,Married,38749,1,No,7/21/2021,No,1,0,0,0,Grenville Freckleton
Female,30,Frequent Traveller,Technology,Very Far,California,White,Bachelor's,Other,Senior Software Engineer,Single,145589,1,Yes,7/30/2021,No,1,1,1,1,Mellie Ivie
Female,20,Frequent Traveller,Technology,Far,California,White,Some College,Information Systems,Software Engineer,Divorced,31801,1,Yes,8/2/2021,No,1,1,1,0,Karlene Lockless
Female,19,Some Travel,Technology,Very Far,New York,White,Some College,Other,Senior Software Engineer,Married,49005,0,No,8/4/2021,No,1,0,1,0,Corry Redwall
Male,19,Some Travel,Sales,Close,California,White,Below High School,Marketing ,Sales Executive,Single,53387,0,No,8/9/2021,No,1,0,1,1,Walden Hartigan
Female,27,Some Travel,Technology,Very Far,California,White,Some College,Computer Science,Senior Software Engineer,Divorced,88122,1,No,8/11/2021,No,1,0,1,1,Bette Veevers
Non-Binary,19,Some Travel,Technology,Far,California,White,Bachelor's,Information Systems,Data Scientist,Single,41092,1,No,8/20/2021,No,1,1,1,0,Moss Standeven
Female,19,Some Travel,Technology,Close,Illinois,White,Bachelor's,Computer Science,Machine Learning Engineer,Single,64882,0,Yes,8/23/2021,No,1,0,0,0,Corina Bellwood
Female,32,Some Travel,Sales,Very Far,California,White,Some College,Marketing ,Manager,Single,202322,1,No,8/30/2021,No,1,0,1,0,Tawnya Saywood
Male,21,No Travel ,Technology,Far,New York,White,High School,Computer Science,Senior Software Engineer,Divorced,36012,0,Yes,9/5/2021,No,1,1,1,1,Max Aronstein
Male,22,Some Travel,Technology,Very Far,California,White,Bachelor's,Information Systems,Software Engineer,Married,27763,0,No,9/5/2021,No,1,0,1,0,Christy Jumel
Female,21,Some Travel,Sales,Very Far,California,White,Bachelor's,Marketing ,Sales Executive,Divorced,37035,3,No,9/11/2021,No,1,1,1,1,Katlin Callar
